"Group","DisplayName","ObjectClass","ObsPath","ManagerLevel1","ShareAssignments","NtfsAssignments","ExpandedMembers","MaxDepth","HasCycle","IsTruncated","Rights","ShareId","ShareIds","Sources","FullPath","ExamplePath"
"LAB\SS-ENT-0209-Editors","SS-ENT-0209-Editors","group","CORP.ENT.SHARE0209.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0209","share-WINSERVER-SSEnt0209","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0209\Division06\Region12\Program30\Project10\Workstream10","C:\ShareSurferEnterpriseLab\Enterprise\Share0209\Division06\Region12\Program30\Project10\Workstream10"
"LAB\SS-ENT-0210-Editors","SS-ENT-0210-Editors","group","CORP.ENT.SHARE0210.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0210","share-WINSERVER-SSEnt0210","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0210\Division07\Region13\Program01\Project11\Workstream11","C:\ShareSurferEnterpriseLab\Enterprise\Share0210\Division07\Region13\Program01\Project11\Workstream11"
"LAB\SS-ENT-0211-Editors","SS-ENT-0211-Editors","group","CORP.ENT.SHARE0211.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0211","share-WINSERVER-SSEnt0211","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0211\Division08\Region14\Program02\Project12\Workstream12","C:\ShareSurferEnterpriseLab\Enterprise\Share0211\Division08\Region14\Program02\Project12\Workstream12"
"LAB\SS-ENT-0212-Editors","SS-ENT-0212-Editors","group","CORP.ENT.SHARE0212.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0212","share-WINSERVER-SSEnt0212","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0212\Division09\Region15\Program03\Project13\Workstream13","C:\ShareSurferEnterpriseLab\Enterprise\Share0212\Division09\Region15\Program03\Project13\Workstream13"
"LAB\SS-ENT-0213-Editors","SS-ENT-0213-Editors","group","CORP.ENT.SHARE0213.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0213","share-WINSERVER-SSEnt0213","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0213\Division10\Region16\Program04\Project14\Workstream14","C:\ShareSurferEnterpriseLab\Enterprise\Share0213\Division10\Region16\Program04\Project14\Workstream14"
"LAB\SS-ENT-0214-Editors","SS-ENT-0214-Editors","group","CORP.ENT.SHARE0214.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0214","share-WINSERVER-SSEnt0214","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0214\Division11\Region17\Program05\Project15\Workstream15","C:\ShareSurferEnterpriseLab\Enterprise\Share0214\Division11\Region17\Program05\Project15\Workstream15"
"LAB\SS-ENT-0215-Editors","SS-ENT-0215-Editors","group","CORP.ENT.SHARE0215.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0215","share-WINSERVER-SSEnt0215","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0215\Division12\Region18\Program06\Project16\Workstream16","C:\ShareSurferEnterpriseLab\Enterprise\Share0215\Division12\Region18\Program06\Project16\Workstream16"
"LAB\SS-ENT-0216-Editors","SS-ENT-0216-Editors","group","CORP.ENT.SHARE0216.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0216","share-WINSERVER-SSEnt0216","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0216\Division01\Region01\Program07\Project17\Workstream17","C:\ShareSurferEnterpriseLab\Enterprise\Share0216\Division01\Region01\Program07\Project17\Workstream17"
"LAB\SS-ENT-0217-Editors","SS-ENT-0217-Editors","group","CORP.ENT.SHARE0217.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0217","share-WINSERVER-SSEnt0217","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0217\Division02\Region02\Program08\Project18\Workstream18","C:\ShareSurferEnterpriseLab\Enterprise\Share0217\Division02\Region02\Program08\Project18\Workstream18"
"LAB\SS-ENT-0218-Editors","SS-ENT-0218-Editors","group","CORP.ENT.SHARE0218.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0218","share-WINSERVER-SSEnt0218","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0218\Division03\Region03\Program09\Project19\Workstream19","C:\ShareSurferEnterpriseLab\Enterprise\Share0218\Division03\Region03\Program09\Project19\Workstream19"
"LAB\SS-ENT-0219-Editors","SS-ENT-0219-Editors","group","CORP.ENT.SHARE0219.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0219","share-WINSERVER-SSEnt0219","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0219\Division04\Region04\Program10\Project20\Workstream20","C:\ShareSurferEnterpriseLab\Enterprise\Share0219\Division04\Region04\Program10\Project20\Workstream20"
"LAB\SS-ENT-0220-Editors","SS-ENT-0220-Editors","group","CORP.ENT.SHARE0220.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0220","share-WINSERVER-SSEnt0220","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0220\Division05\Region05\Program11\Project21\Workstream21","C:\ShareSurferEnterpriseLab\Enterprise\Share0220\Division05\Region05\Program11\Project21\Workstream21"
"LAB\SS-ENT-0221-Editors","SS-ENT-0221-Editors","group","CORP.ENT.SHARE0221.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0221","share-WINSERVER-SSEnt0221","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0221\Division06\Region06\Program12\Project22\Workstream22","C:\ShareSurferEnterpriseLab\Enterprise\Share0221\Division06\Region06\Program12\Project22\Workstream22"
"LAB\SS-ENT-0222-Editors","SS-ENT-0222-Editors","group","CORP.ENT.SHARE0222.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0222","share-WINSERVER-SSEnt0222","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0222\Division07\Region07\Program13\Project23\Workstream23","C:\ShareSurferEnterpriseLab\Enterprise\Share0222\Division07\Region07\Program13\Project23\Workstream23"
"LAB\SS-ENT-0223-Editors","SS-ENT-0223-Editors","group","CORP.ENT.SHARE0223.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0223","share-WINSERVER-SSEnt0223","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0223\Division08\Region08\Program14\Project24\Workstream24","C:\ShareSurferEnterpriseLab\Enterprise\Share0223\Division08\Region08\Program14\Project24\Workstream24"
"LAB\SS-ENT-0224-Editors","SS-ENT-0224-Editors","group","CORP.ENT.SHARE0224.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0224","share-WINSERVER-SSEnt0224","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0224\Division09\Region09\Program15\Project25\Workstream25","C:\ShareSurferEnterpriseLab\Enterprise\Share0224\Division09\Region09\Program15\Project25\Workstream25"
"LAB\SS-ENT-0225-Editors","SS-ENT-0225-Editors","group","CORP.ENT.SHARE0225.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0225","share-WINSERVER-SSEnt0225","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0225\Division10\Region10\Program16\Project26\Workstream26","C:\ShareSurferEnterpriseLab\Enterprise\Share0225\Division10\Region10\Program16\Project26\Workstream26"
"LAB\SS-ENT-0226-Editors","SS-ENT-0226-Editors","group","CORP.ENT.SHARE0226.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0226","share-WINSERVER-SSEnt0226","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0226\Division11\Region11\Program17\Project27\Workstream27","C:\ShareSurferEnterpriseLab\Enterprise\Share0226\Division11\Region11\Program17\Project27\Workstream27"
"LAB\SS-ENT-0227-Editors","SS-ENT-0227-Editors","group","CORP.ENT.SHARE0227.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0227","share-WINSERVER-SSEnt0227","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0227\Division12\Region12\Program18\Project28\Workstream28","C:\ShareSurferEnterpriseLab\Enterprise\Share0227\Division12\Region12\Program18\Project28\Workstream28"
"LAB\SS-ENT-0228-Editors","SS-ENT-0228-Editors","group","CORP.ENT.SHARE0228.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0228","share-WINSERVER-SSEnt0228","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0228\Division01\Region13\Program19\Project29\Workstream29","C:\ShareSurferEnterpriseLab\Enterprise\Share0228\Division01\Region13\Program19\Project29\Workstream29"
"LAB\SS-ENT-0229-Editors","SS-ENT-0229-Editors","group","CORP.ENT.SHARE0229.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0229","share-WINSERVER-SSEnt0229","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0229\Division02\Region14\Program20\Project30\Workstream30","C:\ShareSurferEnterpriseLab\Enterprise\Share0229\Division02\Region14\Program20\Project30\Workstream30"
"LAB\SS-ENT-0230-Editors","SS-ENT-0230-Editors","group","CORP.ENT.SHARE0230.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0230","share-WINSERVER-SSEnt0230","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0230\Division03\Region15\Program21\Project31\Workstream31","C:\ShareSurferEnterpriseLab\Enterprise\Share0230\Division03\Region15\Program21\Project31\Workstream31"
"LAB\SS-ENT-0231-Editors","SS-ENT-0231-Editors","group","CORP.ENT.SHARE0231.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0231","share-WINSERVER-SSEnt0231","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0231\Division04\Region16\Program22\Project32\Workstream32","C:\ShareSurferEnterpriseLab\Enterprise\Share0231\Division04\Region16\Program22\Project32\Workstream32"
"LAB\SS-ENT-0232-Editors","SS-ENT-0232-Editors","group","CORP.ENT.SHARE0232.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0232","share-WINSERVER-SSEnt0232","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0232\Division05\Region17\Program23\Project33\Workstream33","C:\ShareSurferEnterpriseLab\Enterprise\Share0232\Division05\Region17\Program23\Project33\Workstream33"
"LAB\SS-ENT-0233-Editors","SS-ENT-0233-Editors","group","CORP.ENT.SHARE0233.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0233","share-WINSERVER-SSEnt0233","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0233\Division06\Region18\Program24\Project34\Workstream34","C:\ShareSurferEnterpriseLab\Enterprise\Share0233\Division06\Region18\Program24\Project34\Workstream34"
"LAB\SS-ENT-0234-Editors","SS-ENT-0234-Editors","group","CORP.ENT.SHARE0234.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0234","share-WINSERVER-SSEnt0234","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0234\Division07\Region01\Program25\Project35\Workstream35","C:\ShareSurferEnterpriseLab\Enterprise\Share0234\Division07\Region01\Program25\Project35\Workstream35"
"LAB\SS-ENT-0235-Editors","SS-ENT-0235-Editors","group","CORP.ENT.SHARE0235.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0235","share-WINSERVER-SSEnt0235","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0235\Division08\Region02\Program26\Project36\Workstream36","C:\ShareSurferEnterpriseLab\Enterprise\Share0235\Division08\Region02\Program26\Project36\Workstream36"
"LAB\SS-ENT-0236-Editors","SS-ENT-0236-Editors","group","CORP.ENT.SHARE0236.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0236","share-WINSERVER-SSEnt0236","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0236\Division09\Region03\Program27\Project37\Workstream37","C:\ShareSurferEnterpriseLab\Enterprise\Share0236\Division09\Region03\Program27\Project37\Workstream37"
"LAB\SS-ENT-0237-Editors","SS-ENT-0237-Editors","group","CORP.ENT.SHARE0237.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0237","share-WINSERVER-SSEnt0237","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0237\Division10\Region04\Program28\Project38\Workstream38","C:\ShareSurferEnterpriseLab\Enterprise\Share0237\Division10\Region04\Program28\Project38\Workstream38"
"LAB\SS-ENT-0238-Editors","SS-ENT-0238-Editors","group","CORP.ENT.SHARE0238.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0238","share-WINSERVER-SSEnt0238","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0238\Division11\Region05\Program29\Project39\Workstream39","C:\ShareSurferEnterpriseLab\Enterprise\Share0238\Division11\Region05\Program29\Project39\Workstream39"
"LAB\SS-ENT-0239-Editors","SS-ENT-0239-Editors","group","CORP.ENT.SHARE0239.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0239","share-WINSERVER-SSEnt0239","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0239\Division12\Region06\Program30\Project40\Workstream40","C:\ShareSurferEnterpriseLab\Enterprise\Share0239\Division12\Region06\Program30\Project40\Workstream40"
"LAB\SS-ENT-0240-Editors","SS-ENT-0240-Editors","group","CORP.ENT.SHARE0240.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0240","share-WINSERVER-SSEnt0240","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0240\Division01\Region07\Program01\Project01\Workstream41","C:\ShareSurferEnterpriseLab\Enterprise\Share0240\Division01\Region07\Program01\Project01\Workstream41"
"LAB\SS-ENT-0241-Editors","SS-ENT-0241-Editors","group","CORP.ENT.SHARE0241.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0241","share-WINSERVER-SSEnt0241","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0241\Division02\Region08\Program02\Project02\Workstream42","C:\ShareSurferEnterpriseLab\Enterprise\Share0241\Division02\Region08\Program02\Project02\Workstream42"
"LAB\SS-ENT-0242-Editors","SS-ENT-0242-Editors","group","CORP.ENT.SHARE0242.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0242","share-WINSERVER-SSEnt0242","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0242\Division03\Region09\Program03\Project03\Workstream43","C:\ShareSurferEnterpriseLab\Enterprise\Share0242\Division03\Region09\Program03\Project03\Workstream43"
"LAB\SS-ENT-0243-Editors","SS-ENT-0243-Editors","group","CORP.ENT.SHARE0243.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0243","share-WINSERVER-SSEnt0243","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0243\Division04\Region10\Program04\Project04\Workstream44","C:\ShareSurferEnterpriseLab\Enterprise\Share0243\Division04\Region10\Program04\Project04\Workstream44"
"LAB\SS-ENT-0244-Editors","SS-ENT-0244-Editors","group","CORP.ENT.SHARE0244.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0244","share-WINSERVER-SSEnt0244","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0244\Division05\Region11\Program05\Project05\Workstream45","C:\ShareSurferEnterpriseLab\Enterprise\Share0244\Division05\Region11\Program05\Project05\Workstream45"
"LAB\SS-ENT-0245-Editors","SS-ENT-0245-Editors","group","CORP.ENT.SHARE0245.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0245","share-WINSERVER-SSEnt0245","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0245\Division06\Region12\Program06\Project06\Workstream46","C:\ShareSurferEnterpriseLab\Enterprise\Share0245\Division06\Region12\Program06\Project06\Workstream46"
"LAB\SS-ENT-0246-Editors","SS-ENT-0246-Editors","group","CORP.ENT.SHARE0246.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0246","share-WINSERVER-SSEnt0246","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0246\Division07\Region13\Program07\Project07\Workstream47","C:\ShareSurferEnterpriseLab\Enterprise\Share0246\Division07\Region13\Program07\Project07\Workstream47"
"LAB\SS-ENT-0247-Editors","SS-ENT-0247-Editors","group","CORP.ENT.SHARE0247.MODIFY","","0","18","3","2","False","False","Modify, Synchronize","share-WINSERVER-SSEnt0247","share-WINSERVER-SSEnt0247","NTFS","C:\ShareSurferEnterpriseLab\Enterprise\Share0247\Division08\Region14\Program08\Project08\Workstream48","C:\ShareSurferEnterpriseLab\Enterprise\Share0247\Division08\Region14\Program08\Project08\Workstream48"
"LAB\SS-Eng-Readers","SS-Eng-Readers","group","CORP.ENG.ACCESS.READ","","1","12","2","1","False","False","Read; ReadAndExecute, Synchronize","share-WINSERVER-SSEngineering","share-WINSERVER-SSEngineering","NTFS; Share","C:\ShareSurferEnterpriseLab\Engineering","C:\ShareSurferEnterpriseLab\Engineering"
"LAB\SS-ENT-0001-Readers","SS-ENT-0001-Readers","group","CORP.ENT.SHARE0001.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0001","share-WINSERVER-SSEnt0001","Share","",""
"LAB\SS-ENT-0002-Readers","SS-ENT-0002-Readers","group","CORP.ENT.SHARE0002.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0002","share-WINSERVER-SSEnt0002","Share","",""
"LAB\SS-ENT-0003-Readers","SS-ENT-0003-Readers","group","CORP.ENT.SHARE0003.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0003","share-WINSERVER-SSEnt0003","Share","",""
"LAB\SS-ENT-0004-Readers","SS-ENT-0004-Readers","group","CORP.ENT.SHARE0004.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0004","share-WINSERVER-SSEnt0004","Share","",""
"LAB\SS-ENT-0005-Readers","SS-ENT-0005-Readers","group","CORP.ENT.SHARE0005.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0005","share-WINSERVER-SSEnt0005","Share","",""
"LAB\SS-ENT-0006-Readers","SS-ENT-0006-Readers","group","CORP.ENT.SHARE0006.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0006","share-WINSERVER-SSEnt0006","Share","",""
"LAB\SS-ENT-0007-Readers","SS-ENT-0007-Readers","group","CORP.ENT.SHARE0007.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0007","share-WINSERVER-SSEnt0007","Share","",""
"LAB\SS-ENT-0008-Readers","SS-ENT-0008-Readers","group","CORP.ENT.SHARE0008.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0008","share-WINSERVER-SSEnt0008","Share","",""
"LAB\SS-ENT-0009-Readers","SS-ENT-0009-Readers","group","CORP.ENT.SHARE0009.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0009","share-WINSERVER-SSEnt0009","Share","",""
"LAB\SS-ENT-0010-Readers","SS-ENT-0010-Readers","group","CORP.ENT.SHARE0010.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0010","share-WINSERVER-SSEnt0010","Share","",""
"LAB\SS-ENT-0011-Readers","SS-ENT-0011-Readers","group","CORP.ENT.SHARE0011.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0011","share-WINSERVER-SSEnt0011","Share","",""
"LAB\SS-ENT-0012-Readers","SS-ENT-0012-Readers","group","CORP.ENT.SHARE0012.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0012","share-WINSERVER-SSEnt0012","Share","",""
"LAB\SS-ENT-0013-Readers","SS-ENT-0013-Readers","group","CORP.ENT.SHARE0013.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0013","share-WINSERVER-SSEnt0013","Share","",""
"LAB\SS-ENT-0014-Readers","SS-ENT-0014-Readers","group","CORP.ENT.SHARE0014.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0014","share-WINSERVER-SSEnt0014","Share","",""
"LAB\SS-ENT-0015-Readers","SS-ENT-0015-Readers","group","CORP.ENT.SHARE0015.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0015","share-WINSERVER-SSEnt0015","Share","",""
"LAB\SS-ENT-0016-Readers","SS-ENT-0016-Readers","group","CORP.ENT.SHARE0016.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0016","share-WINSERVER-SSEnt0016","Share","",""
"LAB\SS-ENT-0017-Readers","SS-ENT-0017-Readers","group","CORP.ENT.SHARE0017.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0017","share-WINSERVER-SSEnt0017","Share","",""
"LAB\SS-ENT-0018-Readers","SS-ENT-0018-Readers","group","CORP.ENT.SHARE0018.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0018","share-WINSERVER-SSEnt0018","Share","",""
"LAB\SS-ENT-0019-Readers","SS-ENT-0019-Readers","group","CORP.ENT.SHARE0019.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0019","share-WINSERVER-SSEnt0019","Share","",""
"LAB\SS-ENT-0020-Readers","SS-ENT-0020-Readers","group","CORP.ENT.SHARE0020.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0020","share-WINSERVER-SSEnt0020","Share","",""
"LAB\SS-ENT-0021-Readers","SS-ENT-0021-Readers","group","CORP.ENT.SHARE0021.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0021","share-WINSERVER-SSEnt0021","Share","",""
"LAB\SS-ENT-0022-Readers","SS-ENT-0022-Readers","group","CORP.ENT.SHARE0022.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0022","share-WINSERVER-SSEnt0022","Share","",""
"LAB\SS-ENT-0023-Readers","SS-ENT-0023-Readers","group","CORP.ENT.SHARE0023.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0023","share-WINSERVER-SSEnt0023","Share","",""
"LAB\SS-ENT-0024-Readers","SS-ENT-0024-Readers","group","CORP.ENT.SHARE0024.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0024","share-WINSERVER-SSEnt0024","Share","",""
"LAB\SS-ENT-0025-Readers","SS-ENT-0025-Readers","group","CORP.ENT.SHARE0025.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0025","share-WINSERVER-SSEnt0025","Share","",""
"LAB\SS-ENT-0026-Readers","SS-ENT-0026-Readers","group","CORP.ENT.SHARE0026.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0026","share-WINSERVER-SSEnt0026","Share","",""
"LAB\SS-ENT-0027-Readers","SS-ENT-0027-Readers","group","CORP.ENT.SHARE0027.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0027","share-WINSERVER-SSEnt0027","Share","",""
"LAB\SS-ENT-0028-Readers","SS-ENT-0028-Readers","group","CORP.ENT.SHARE0028.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0028","share-WINSERVER-SSEnt0028","Share","",""
"LAB\SS-ENT-0029-Readers","SS-ENT-0029-Readers","group","CORP.ENT.SHARE0029.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0029","share-WINSERVER-SSEnt0029","Share","",""
"LAB\SS-ENT-0030-Readers","SS-ENT-0030-Readers","group","CORP.ENT.SHARE0030.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0030","share-WINSERVER-SSEnt0030","Share","",""
"LAB\SS-ENT-0031-Readers","SS-ENT-0031-Readers","group","CORP.ENT.SHARE0031.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0031","share-WINSERVER-SSEnt0031","Share","",""
"LAB\SS-ENT-0032-Readers","SS-ENT-0032-Readers","group","CORP.ENT.SHARE0032.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0032","share-WINSERVER-SSEnt0032","Share","",""
"LAB\SS-ENT-0033-Readers","SS-ENT-0033-Readers","group","CORP.ENT.SHARE0033.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0033","share-WINSERVER-SSEnt0033","Share","",""
"LAB\SS-ENT-0034-Readers","SS-ENT-0034-Readers","group","CORP.ENT.SHARE0034.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0034","share-WINSERVER-SSEnt0034","Share","",""
"LAB\SS-ENT-0035-Readers","SS-ENT-0035-Readers","group","CORP.ENT.SHARE0035.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0035","share-WINSERVER-SSEnt0035","Share","",""
"LAB\SS-ENT-0036-Readers","SS-ENT-0036-Readers","group","CORP.ENT.SHARE0036.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0036","share-WINSERVER-SSEnt0036","Share","",""
"LAB\SS-ENT-0037-Readers","SS-ENT-0037-Readers","group","CORP.ENT.SHARE0037.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0037","share-WINSERVER-SSEnt0037","Share","",""
"LAB\SS-ENT-0038-Readers","SS-ENT-0038-Readers","group","CORP.ENT.SHARE0038.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0038","share-WINSERVER-SSEnt0038","Share","",""
"LAB\SS-ENT-0039-Readers","SS-ENT-0039-Readers","group","CORP.ENT.SHARE0039.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0039","share-WINSERVER-SSEnt0039","Share","",""
"LAB\SS-ENT-0040-Readers","SS-ENT-0040-Readers","group","CORP.ENT.SHARE0040.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0040","share-WINSERVER-SSEnt0040","Share","",""
"LAB\SS-ENT-0041-Readers","SS-ENT-0041-Readers","group","CORP.ENT.SHARE0041.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0041","share-WINSERVER-SSEnt0041","Share","",""
"LAB\SS-ENT-0042-Readers","SS-ENT-0042-Readers","group","CORP.ENT.SHARE0042.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0042","share-WINSERVER-SSEnt0042","Share","",""
"LAB\SS-ENT-0043-Readers","SS-ENT-0043-Readers","group","CORP.ENT.SHARE0043.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0043","share-WINSERVER-SSEnt0043","Share","",""
"LAB\SS-ENT-0044-Readers","SS-ENT-0044-Readers","group","CORP.ENT.SHARE0044.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0044","share-WINSERVER-SSEnt0044","Share","",""
"LAB\SS-ENT-0045-Readers","SS-ENT-0045-Readers","group","CORP.ENT.SHARE0045.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0045","share-WINSERVER-SSEnt0045","Share","",""
"LAB\SS-ENT-0046-Readers","SS-ENT-0046-Readers","group","CORP.ENT.SHARE0046.READ","","1","0","2","2","False","False","Read","share-WINSERVER-SSEnt0046","share-WINSERVER-SSEnt0046","Share","",""
